title,pubLink,year,innerCoAuthorsNames,innerCoAuthorsId,outerCoAuthors
L’evoluzione delle architetture del turismo e del commercio in Italia: la loro forza simbolica e funzionale nello sviluppo della società moderna,http://hdl.handle.net/11311/693068,2011,"GEROSA, GIULIA MARIA",rp00520,
Consolidated innovation,http://hdl.handle.net/11311/693070,2012,"GEROSA, GIULIA MARIA",rp00520,
Beni Culturali e Ambientali,http://hdl.handle.net/11311/693073,2003,"PARENTE, MARINA",rp08480,
Capitale intangibile,http://hdl.handle.net/11311/693076,2003,"PARENTE, MARINA",rp08480,
Ecomuseo,http://hdl.handle.net/11311/693078,2003,"PARENTE, MARINA",rp08480,
Spazio sociale,http://hdl.handle.net/11311/693081,2003,"PARENTE, MARINA",rp08480,
Conservazione della memoria e continuità del sapere scientifico-tecnologico nelle aree industriali dismesse,http://hdl.handle.net/11311/693093,2000,"PARENTE, MARINA",rp08480,
"Concorso nazionale per ""INTERVENTI DI RIQUALIFICAZIONE PAESAGGISTICO – AMBIENTALE ED ARCHITETTONICA DEL PIAZZALE SCOGLI ROSSI AD ARBATAX""",http://hdl.handle.net/11311/693096,2011,"DAGLIO, LAURA;GEROSA, GIULIA MARIA;LANZAROTTI, GRETA",rp11343;rp00520;rp10894,D. Fumagalli;G. Lassandro;A. Loi
"CONCORSO D’IDEE
PER LA PROGETTAZIONE DI PIAZZA XX SETTEMBRE E DEGLI SPAZI ANNESSI",http://hdl.handle.net/11311/693098,2010,"GEROSA, GIULIA MARIA",rp00520,D. Fumagalli;G. Lassandro;D. Prinzo
Concorso di idee finalizzato all’acquisizione di una proposta ideativa in merito alla riqualificazione della piazza Sennorigau in Villagrande Strisaili,http://hdl.handle.net/11311/693100,2010,"GEROSA, GIULIA MARIA",rp00520,G. LAssandro;D. Fumagalli;D. Prinzo
Esposizione: IPOTESI ECOMUSEALE PER I CAMPI FLEGREI,http://hdl.handle.net/11311/693106,1996,"PARENTE, MARINA",rp08480,V. Gangemi
Mostra: IL DESIGN COME ELEMENTO STRATEGICO PER LE PICCOLE E MEDIE IMPRESE. PROPOSTE E PROGETTI DELLA SCUOLA DI SPECIALIZZAZIONE IN DISEGNO INDUSTRIALE DI NAPOLI,http://hdl.handle.net/11311/693108,1996,"PARENTE, MARINA",rp08480,E. Guida;R. Valente
PROGETTO E INDUSTRIA,http://hdl.handle.net/11311/693110,1997,"PARENTE, MARINA",rp08480,E. Guida;R. Valente
Mostra: SOTTSSAS. 151 DISEGNI,http://hdl.handle.net/11311/693112,1998,"GUIDA, FRANCESCO ERMANNO;PARENTE, MARINA",rp00283;rp08480,V. Cristallo;M. Elia;A. Morone
IV MOSTRA DELL’ARTIGIANATO ARTISTICO - CONTINUITA’ E INNOVAZIONE DELLA TRADIZIONE,http://hdl.handle.net/11311/693114,1998,"PARENTE, MARINA",rp08480,V. Cristallo;E. Guida;A. Morone
Design research and product innovation. How Design management can enhance creativity and influence companies' strategies.,http://hdl.handle.net/11311/693125,2004,"INGARAMO, MATTEO ORESTE;RAMPINO, LUCIA ROSA ELENA",rp13292;rp08743,
Gli archivi di architettura: metodologie di ordinamento e di descrizione. L'esperienza dell'archivio Luciano Baldessari presso il Politecnico di Milano,http://hdl.handle.net/11311/693169,2004,"CIAGA', GRAZIELLA LEYLA",rp18572,
L'archivio Luciano Baldessari,http://hdl.handle.net/11311/693181,1997,"CIAGA', GRAZIELLA LEYLA",rp18572,
Gli archivi di architettura in Lombardia. Censimento delle fonti,http://hdl.handle.net/11311/693207,2003,"CIAGA', GRAZIELLA LEYLA",rp18572,
"EC project ""SPREAD - Sustainable Lifestyles 2050
Deliverable 3.1: ""Visual material presenting emerging best practices and emerging visions on sustainable lifestyles""",http://hdl.handle.net/11311/693222,2012,"MERONI, ANNA;PIREDDA, FRANCESCA;JEGOU, FRANCOIS;CORUBOLO, MARTA",rp13512;rp01321;rp07892;rp10014,
"EC project ""SPREAD - Sustainable Lifestyles 2050
Deliverable 3.2: ""EUROPEAN POLICY BRIEF. Emerging Visions for Future Sustainable Lifestyles 2050""",http://hdl.handle.net/11311/693227,2012,"MERONI, ANNA;CORUBOLO, MARTA",rp13512;rp10014,
NUTRIRE MILANO. Seconda annualità del progetto - Relazione al bilancio.,http://hdl.handle.net/11311/693234,2011,"MERONI, ANNA;SIMEONE, GIULIA;CORUBOLO, MARTA;PIREDDA, FRANCESCA",rp13512;rp02088;rp10014;rp01321,D. Cantu;A. Arossa;P. Bolzacchini;A. Cecchini;E. Nasuelli
NUTRIRE MILANO.  Relazione conclusiva anno 2011,http://hdl.handle.net/11311/693238,2012,"MERONI, ANNA;SIMEONE, GIULIA;CORUBOLO, MARTA;PIREDDA, FRANCESCA",rp13512;rp02088;rp10014;rp01321,D. Cantu;A. Arossa;P. Bolzacchini;A. Cecchini;E. Nasuelli;C. Fiorani;P. Corvo;P. Grimaldi;P. Migliorini;B. Scaltriti
Design Management,http://hdl.handle.net/11311/693249,1997,"DOMINONI, ANNALISA",rp14744,
Economia informa.  The single market,http://hdl.handle.net/11311/693261,1998,"DOMINONI, ANNALISA",rp14744,
"European Lifestyles. The future issue.
EC project ""SPREAD - Sustainable Lifestyles 2050",http://hdl.handle.net/11311/693262,2012,"MERONI, ANNA;PIREDDA, FRANCESCA;JEGOU, FRANCOIS;CORUBOLO, MARTA;JEGOU, FRANCOIS",rp13512;rp01321;rp07892;rp10014;rp07892,C. Hicks;N. Bruggermann;R. Groezinger;S. Thorne;L. Rijnhout;S. Lorek;S. Goicoechea;A. Neuvonen;M. Ritola;S. Lahteenoja;K. Straver;M. Uyterlinde;C. Tigchelaar;B. Schaefer;G. Salvador;C. Chiotan;C. Costongs;O. Monts;P. Szuppinger;E. Csobod
Il ruolo strategico del design,http://hdl.handle.net/11311/693263,1998,"DOMINONI, ANNALISA",rp14744,
Designed for Co-designers,http://hdl.handle.net/11311/693264,2008,"RIZZO, FRANCESCA",rp15209,K. Battarbee;A. Botero;T. Mattelmaki
Use cases and requirements list,http://hdl.handle.net/11311/693267,2012,"RIZZO, FRANCESCA;COSTA, FIAMMETTA CARLA ENRICA",rp15209;rp13177,S. Oliva;e.t. alii
Abitare il tempo. I mutamenti del mercato,http://hdl.handle.net/11311/693270,1998,"DOMINONI, ANNALISA",rp14744,
La Germania e la certificazione di prodotto dei marchi di qualità,http://hdl.handle.net/11311/693272,1998,"DOMINONI, ANNALISA",rp14744,
Economia informa. Hong Kong Interior,http://hdl.handle.net/11311/693276,1998,"DOMINONI, ANNALISA",rp14744,
I complementi animati,http://hdl.handle.net/11311/693278,1998,"DOMINONI, ANNALISA",rp14744,
La barriera verso EST per le procedure di certificazione dei prodotti,http://hdl.handle.net/11311/693279,1998,"DOMINONI, ANNALISA",rp14744,
La sicurezza degli impianti elettrici nelle abitazioni,http://hdl.handle.net/11311/693280,1998,"DOMINONI, ANNALISA",rp14744,
Cina a Milano,http://hdl.handle.net/11311/693285,1998,"DOMINONI, ANNALISA",rp14744,
Smart Citizens community directory. Deliverable 3.1.1 Progetto europeo Peripheria,http://hdl.handle.net/11311/693286,2011,"CONCILIO, GRAZIA;RIZZO, FRANCESCA",rp02299;rp15209,e.t. alii
Ripensare il design,http://hdl.handle.net/11311/693287,1998,"DOMINONI, ANNALISA",rp14744,
"Salute, benessere e sicurezza",http://hdl.handle.net/11311/693291,1998,"DOMINONI, ANNALISA",rp14744,
Sociable Housing,http://hdl.handle.net/11311/693292,2011,"MERONI, ANNA;FERRI, GIORDANA",rp13512;rp17919,
Ettore Sottsass Jr. De l'objet à l'environnement,http://hdl.handle.net/11311/693324,1997,"DOMINONI, ANNALISA",rp14744,
Excelsior Premiere,http://hdl.handle.net/11311/693325,2011,"GEROSA, GIULIA MARIA",rp00520,
Shopping Panorama,http://hdl.handle.net/11311/693327,2011,"GEROSA, GIULIA MARIA",rp00520,
Memory and transformation,http://hdl.handle.net/11311/693328,2011,"GEROSA, GIULIA MARIA",rp00520,
Scultura di decoro urbano e ecclesiastico: Quinto Martini nell’area metropolitana fiorentina e il Parco Museo di Seano (tra anni Cinquanta e Ottanta),http://hdl.handle.net/11311/693409,2000,"MAZZANTI, ANNA",rp08085,
TDM 5: Grafica italiana,http://hdl.handle.net/11311/693424,2012,"PIAZZA, MARIO",rp08916,
Germano Facetti. Grafica e testimonianza,http://hdl.handle.net/11311/693425,2008,"PIAZZA, MARIO",rp08916,
Enzo Hruby. Hesa,http://hdl.handle.net/11311/693431,1998,"DOMINONI, ANNALISA",rp14744,
Tutela e conservazione dell’architettura nei centri rurali,http://hdl.handle.net/11311/693434,2003,"CIAGA', GRAZIELLA LEYLA",rp18572,
That’s Poli. Polimi at That’s Design,http://hdl.handle.net/11311/693436,2007,"PIAZZA, MARIO",rp08916,M. Pelizzari
Germano Facetti e i Penguin Books. 1960-1972,http://hdl.handle.net/11311/693438,2006,"PIAZZA, MARIO",rp08916,
Creativi negli anni Cinquanta,http://hdl.handle.net/11311/693439,2005,"PIAZZA, MARIO",rp08916,
"Gnam, gnam art",http://hdl.handle.net/11311/693461,2000,"MAZZANTI, ANNA",rp08085,
"Design Mediterraneo | Mediterranean Design, 2011",http://hdl.handle.net/11311/693500,2011,"FERRARA, MARIA RITA",rp02298,A. Calvera
Mediterranean Design. Tra presente e futuro,http://hdl.handle.net/11311/693509,2009,"FERRARA, MARIA RITA",rp02298,C. Ferrara
Lionello Balestrieri e le esposizioni,http://hdl.handle.net/11311/693515,2000,"MAZZANTI, ANNA",rp08085,
Il Giardino di Daniel Spoerri a Seggiano: Arte e Paesaggio,http://hdl.handle.net/11311/693522,1999,"MAZZANTI, ANNA",rp08085,
Al Giardino di Spoerri: le iniziative del 1999,http://hdl.handle.net/11311/693533,1999,"MAZZANTI, ANNA",rp08085,
"L’Ospedale accogliente
il design per gli spazi d’attesa
dell’A.O. Fatebenefratelli e Oftalmico di Milano",http://hdl.handle.net/11311/693542,2012,"GEROSA, GIULIA MARIA;GIUNTA, ELENA ENRICA",rp00520;rp02205,
“Sentieri nell’arte”. Arte ambientale in Toscana,http://hdl.handle.net/11311/693554,2000,"MAZZANTI, ANNA",rp08085,
Il product design e la sua recente evoluzione,http://hdl.handle.net/11311/693573,2004,"INGARAMO, MATTEO ORESTE;MORRONE, NICOLETTA;RAMPINO, LUCIA ROSA ELENA;TRABUCCO, FRANCESCO",rp13292;rp18173;rp08743;rp01774,
Ettore Tito (1859-1941),http://hdl.handle.net/11311/693580,1998,"MAZZANTI, ANNA",rp08085,
Ettore Tito (1859-1941),http://hdl.handle.net/11311/693587,1998,"MAZZANTI, ANNA",rp08085,G. Fossaluzza;Maria Flora Giubilei;Fernando Mazzocca
"Il grande seduttore. Percorso artistico di Ettore Tito, e Armonie degli spazi nelle dimore e nelle decorazioni parietali di Ettore Tito",http://hdl.handle.net/11311/693590,1998,"MAZZANTI, ANNA",rp08085,
"Il territorio dell’arte: Il Parco di Pinocchio a Collodi; Spazi d’Arte alla Fattoria di Celle; Il Giardino dei Tarocchi di Niki de Saint Phalle; “Dopopaesaggio”. Castello di Santa Maria Novella, Certaldo; Tuscia Electa. Istallazioni permanenti nel Chianti fiorentino e senese",http://hdl.handle.net/11311/693593,1998,"MAZZANTI, ANNA",rp08085,
Il Giardino di Daniel Spoerri. L’ultima soluzione del suo “donner à voir”,http://hdl.handle.net/11311/693606,2003,"MAZZANTI, ANNA",rp08085,
Niki de Saint Phalle’s Esoteric Garden,http://hdl.handle.net/11311/693609,1998,"MAZZANTI, ANNA",rp08085,
From Italy dalla ricerca alla manifattura,http://hdl.handle.net/11311/693610,2012,"TURINETTO, MARCO",rp02185,
Niki de Saint Phalle the Tarot Garden,http://hdl.handle.net/11311/693611,1998,"MAZZANTI, ANNA",rp08085,
Sentieri nell'arte,http://hdl.handle.net/11311/693618,2004,"MAZZANTI, ANNA",rp08085,
Niki de Saint Phalle. The Tarot Garden,http://hdl.handle.net/11311/693624,1998,"MAZZANTI, ANNA",rp08085,Pierre Restany;Enrico Crispolti;Gianni Pettena;Mario Botta
La forma del colore. La geometria come rappresentazione acromatica.,http://hdl.handle.net/11311/693634,2012,"ROSSI, MICHELA",rp02438,
"Saggi per un repertorio dei problemi di Geometria descrittiva, schede esercizi FGM,esercizi n° 174-175-176",http://hdl.handle.net/11311/693635,2012,"ROSSI, MICHELA",rp02438,
Medaglia d'Oro dell'architetturaItaliana,http://hdl.handle.net/11311/693665,2012,"BOLOGNESI, CECILIA MARIA;IRACE, FULVIO;MOLINARI, LUCA",rp07343;rp13301;rp18063,A. Ferlenga
Designing Wearable and Environmental Systems for Elderly Monitoring at Home,http://hdl.handle.net/11311/693667,2012,"MUSCHIATO, SABRINA;ROMERO, MAXIMILIANO ERNESTO;PEREGO, PAOLO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE",rp20045;rp07448;rp23374;rp13177;rp06094,
The integration of ethnography and movement analysis in disabled workplace development,http://hdl.handle.net/11311/693670,2012,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;FRIGO, CARLO ALBINO;PAVAN, ESTEBAN ENRIQUE;ROMERO, MAXIMILIANO ERNESTO",rp06094;rp13177;rp13294;rp07793;rp07448,E. Gruppioni;B. Saldutto;L. Scapini;G. Verni
A multifactorial approach and method for assessing ergonomic characteristics in biomedical technologies,http://hdl.handle.net/11311/693671,2012,"ANDREONI, GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;MAZZOLA, MARCO;FUSCA, MARCELLO CONO;ROMERO, MAXIMILIANO ERNESTO;ZAMBARBIERI, DANIELA;SANTAMBROGIO, GIORGIO CESARE",rp06094;rp13177;rp00877;rp13480;rp07448;rp25665;rp22657,"Carniglia, E."
An Ergonomic and Aerodynamic Study for a Quantitative Assessment of Paralympics Athlete's Performance,http://hdl.handle.net/11311/693673,2013,"MAZZOLA, MARCO;ANDREONI, GIUSEPPE;CAMPANARDI, GABRIELE GIUSEPPE;COSTA, FIAMMETTA CARLA ENRICA;GIBERTINI, GIUSEPPE;GRASSI, DONATO;ROMERO, MAXIMILIANO ERNESTO",rp00877;rp06094;rp10571;rp13177;rp04908;rp07290;rp07448,
"Learning product design for particular needs: 3ike case study, a bike for children with cerebral palsy",http://hdl.handle.net/11311/693674,2012,"STANDOLI, CARLO EMILIO;ROMERO, MAXIMILIANO ERNESTO",rp12280;rp07448,G. Vazzoler
Chapter 75: DHM for Ergonomical Assessment of Home Appliances,http://hdl.handle.net/11311/693683,2010,"MAZZOLA, MARCO;PREATONI, EZIO;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE",rp00877;rp01447;rp07448;rp13177;rp06094,N. Emmanuele
Chair Strcture,http://hdl.handle.net/11311/693688,2007,"ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA",rp07448;rp13177,M. De Bonis;G. Gualandi
Componenti letterarie e filosofiche del Simbolismo italiano e toscano,http://hdl.handle.net/11311/693722,2012,"MAZZANTI, ANNA",rp08085,
La grafica su Marte 2000 / Graphics on Mars 2000,http://hdl.handle.net/11311/693755,1996,"PIAZZA, MARIO",rp08916,
Beyond the realm of Flatland,http://hdl.handle.net/11311/693757,2009,"PIAZZA, MARIO",rp08916,
Identità contemporanee,http://hdl.handle.net/11311/693763,2008,"PIAZZA, MARIO",rp08916,
Un sedicesimo 9,http://hdl.handle.net/11311/693765,2009,"PIAZZA, MARIO",rp08916,
Parlare con le figure,http://hdl.handle.net/11311/693766,2010,"PIAZZA, MARIO",rp08916,
Dall'autore all'esercizio / From author to practice,http://hdl.handle.net/11311/693767,1996,"PIAZZA, MARIO",rp08916,
I love Milton Glaser,http://hdl.handle.net/11311/693769,2000,"PIAZZA, MARIO",rp08916,
Congedo e avvio,http://hdl.handle.net/11311/693776,2011,"MAZZANTI, ANNA",rp08085,
CapitoloIII. Il fattore comportamentale: dalla ricerca etnografica al codesign,http://hdl.handle.net/11311/693866,2012,"COSTA, FIAMMETTA CARLA ENRICA",rp13177,
Storie di architettura attraverso i sensi,http://hdl.handle.net/11311/693867,2011,"BARBARA, ANNA",rp16753,
Progettare per la sostenibilità,http://hdl.handle.net/11311/693868,2012,"VEZZOLI, CARLO ARNALDO",rp00177,
Lingotto,http://hdl.handle.net/11311/693870,2009,"BARBARA, ANNA",rp16753,
Un luogo in divenire,http://hdl.handle.net/11311/693917,2011,"BARBARA, ANNA",rp16753,L. Poncellini
"Deliverable 5.2.1 Progetto Peripheria.
 Pilots scenarios (initial version)",http://hdl.handle.net/11311/693936,2012,"CONCILIO, GRAZIA;RIZZO, FRANCESCA",rp02299;rp15209,e.t. alii
D 3.2.1 Training and learning report (initial version). Deliverable progetto europeo Peripheria,http://hdl.handle.net/11311/693937,2012,"CONCILIO, GRAZIA;RIZZO, FRANCESCA",rp02299;rp15209,e.t. alii
"Ergonomics and design for sustainability in
healthcare: ambient assisted living and the
social-environmental impact of patients
lifestyle",http://hdl.handle.net/11311/693975,2012,"ANDREONI, GIUSEPPE;ARSLAN, PELIN;COSTA, FIAMMETTA CARLA ENRICA;MUSCHIATO, SABRINA",rp06094;rp06826;rp13177;rp20045,Maximiliano Romero
Dwelling is a process. Antropology of Habitat,http://hdl.handle.net/11311/694009,2012,"BOSONI, GIAMPIERO",rp07807,
Abitare è un processo. Antropologia dell'Habitat,http://hdl.handle.net/11311/694013,2012,"BOSONI, GIAMPIERO",rp07807,
The Contemporary Interior Landscape,http://hdl.handle.net/11311/694018,2012,"BOSONI, GIAMPIERO",rp07807,
The Contemporary Interior Landscape,http://hdl.handle.net/11311/694021,2012,"BOSONI, GIAMPIERO;REBAGLIO, AGNESE;SCULLICA, FRANCESCO",rp07807;rp01656;rp03296,
"Sfondo e figura dopo il Poème Electronique.
Tempo scenico, spazi narrativi e percezioni sensoriali nell'exhibit design contemporaneo.",http://hdl.handle.net/11311/694051,2012,"BOSONI, GIAMPIERO",rp07807,
Design invisibile/Invisible design,http://hdl.handle.net/11311/694065,2011,"BARBARA, ANNA",rp16753,
Colore,http://hdl.handle.net/11311/694098,2010,"BISSON, MARIO",rp06924,
Fostering change to sustainable consumption and production: an evidence based view,http://hdl.handle.net/11311/694217,2008,"VEZZOLI, CARLO ARNALDO",rp00177,"Tukker, A.;Emmert, S.;Charter, M.;Sto, E.;Munch Andersen, M.;Geerken, T.;Lahlou, S."
"The governance and practice of change of sustainable consumption and production."" Introduction to the ideas and recommendations presented in the articles in this special issue of the journal of cleaner production.",http://hdl.handle.net/11311/694219,2008,"VEZZOLI, CARLO ARNALDO",rp00177,"Tukker, A.;Sto, E."
Materiali e Design,http://hdl.handle.net/11311/694273,2005,"LEVI, MARINELLA;PEDEFERRI, MARIAPIA;DEL CURTO, BARBARA;ROGNOLI, VALENTINA",rp13381;rp08808;rp11967;rp09328,
l'ergonomia e il biodesign,http://hdl.handle.net/11311/694281,2005,"CANINA, MARIA RITA;VICENTINI, FEDERICO",rp17046;rp01059,
Emozionare per vendere,http://hdl.handle.net/11311/694516,2012,"TURINETTO, MARCO",rp02185,
"Progettare tra gli stereotipi. Percorsi di ricerca e artefatti per
la comunicazione di genere",http://hdl.handle.net/11311/695722,2012,"CARATTI, ELENA",rp18192,
Donne in copertina. Il caso Vogue dal 1910 a oggi. Il peritesto persuasivo,http://hdl.handle.net/11311/695723,2012,"CARATTI, ELENA",rp18192,
Transforme,http://hdl.handle.net/11311/696728,2007,"CONTI, GIOVANNI MARIA",rp18715,Bonapace D.;Botta F.;Burani S.
Reflections on the sidelines of a shipwreck,http://hdl.handle.net/11311/697118,2012,"PIARDI, SILVIA ELVIRA MARIA;PASINA, IRENE;TIEGHI, SILVIA",rp08914;rp00372;rp08198,
The Italian public system supporting Innovation: which role for design?,http://hdl.handle.net/11311/701722,2012,"MORTATI, MARZIA;SIMONELLI, GIULIANO",rp07363;rp02716,
NETS: a design tool for activating social networks,http://hdl.handle.net/11311/701723,2012,"MORTATI, MARZIA",rp07363,L. Cruickshank
Design and SMEs: the trigger of creative ecosystems,http://hdl.handle.net/11311/701724,2011,"MORTATI, MARZIA",rp07363,L. Cruickshank
Argonauti dell'oriente: imprese e relazioni,http://hdl.handle.net/11311/702528,2012,"MORTATI, MARZIA",rp07363,
Co-design tools in ‘place’ development projects. An ongoing research case.,http://hdl.handle.net/11311/702531,2011,"SIMEONE, GIULIA;CORUBOLO, MARTA",rp02088;rp10014,
"Nexus 2012: relationships between architecture and mathematics, Conference Report",http://hdl.handle.net/11311/702546,2012,"ROSSI, MICHELA",rp02438,Kim Williams
La forma del colore. La geometria come rappresentazione acromatica,http://hdl.handle.net/11311/702547,2013,"ROSSI, MICHELA",rp02438,
Saggi per un repertorio dei problemi della Geometria Descrittiva,http://hdl.handle.net/11311/702548,2013,"ROSSI, MICHELA",rp02438,
