dc.publisher.place,dc.type.referee,dc.publisher.country,item.collection,item.openaireRights,dc.subject.keywordsita,dc.language.iso,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.type.full,dc.relation.ispartofbook,item.journal.title,dc.title,dc.relation.medium,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.type.circulation
Milano,-,ITA,-,none,-,-,-,http://hdl.handle.net/11311/256624,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Mappe di nuove periferie,-,1,Progetto Editrice Srl,"QUAGGIOTTO, MARCO",internazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/256759,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,La comunicazione atipica,-,1,Progetto editrice,"BAULE, GIOVANNI",internazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/257086,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,COMPLESSITÀ E SOSTENIBILITÀ,PROGETTAZIONE SOSTENIBILE,-,3,Edizioni Poli.Design,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,eng;ita,-,http://hdl.handle.net/11311/257148,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Casa Camper,-,1,-,"COLLINA, LUISA MARIA VIRGINIA",nazionale
Roma,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng;ita,-,http://hdl.handle.net/11311/257257,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Uno scenario per il sistema alimentare,-,3,Mancosu Editore,"F. Jegou;MANZINI, EZIO;MERONI, ANNA",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/257319,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL PROGETTISTA INDUSTRIALE,Ma cosa fa l'Industrial Designer?,-,1,Tecniche Nuove,"COSTA, FIAMMETTA CARLA ENRICA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/257533,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,Conclusioni. La ricerca come progetto,-,1,Edizioni Poli.Design,"ZURLO, FRANCESCO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,hotel design; interior design; design degli interni,http://hdl.handle.net/11311/257551,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Viaggio Nel Salento,-,2,-,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",nazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,-,espressività; sensorialità; materiali,http://hdl.handle.net/11311/257643,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,KOSMETICA,L'atlante espressivo-sensoriale dei materiali,-,1,-,"ROGNOLI, VALENTINA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,eng;ita,-,http://hdl.handle.net/11311/257650,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Hotel Parco dei Principi a Sorrento,-,1,-,"COLLINA, LUISA MARIA VIRGINIA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/257680,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,Una lettura del design palese dei Beni Culturali attraverso i concorsi e premi di design degli anni 2000-2006,-,2,Edizioni Poli.Design,"LUPO, ELEONORA;SEASSARO, ALBERTO",nazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,-,materiale; artificiale,http://hdl.handle.net/11311/257704,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ARTLAB,L'estasi dell'artificiale,-,1,-,"ROGNOLI, VALENTINA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/257738,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,-,The New Italian Design. Il ruolo degli archivi per il settore Tessile - Arredo,-,1,Edinterni,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/257971,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,-,Case che cambiano: Domotica e Innovazione,-,1,-,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,hotel design; design degli interni; interior design,http://hdl.handle.net/11311/258252,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Villa Gippini,-,2,-,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",nazionale
-,-,-,-,none,-,-,-,http://hdl.handle.net/11311/258325,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FEDERMOBILI,Evoluzione o rivoluzione: dove va il design,-,1,-,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/258574,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IMPRESA & STATO,Distretti e metadistretti del design industriale,-,1,-,"SIMONELLI, GIULIANO",internazionale
Milano,-,ITA,-,none,-,-,-,http://hdl.handle.net/11311/258651,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,La mappa del luogo,-,1,Progetto Editrice Srl,"QUAGGIOTTO, MARCO",internazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/258699,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,Metodi e strumenti per la rappresentazione di edifici storici e del territorio,-,1,Edizioni Poli.Design,"ROSSI, MAURIZIO",internazionale
-,-,ITA,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/258800,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TERRITORIO,Politiche possibili per i trasporti e la mobilità nell'area milanese,-,8,-,"PONTI, MARCO GUIDO;C. Borgnolo;MAFFII, SILVIA MARGHERITA;MALGIERI, PATRIZIA;MARTINO, ANGELO;TORTA, FABIO PIETRO;BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO",nazionale
Pinerolo,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/258851,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,INGREDIENTI ALIMENTARI,La progettazione di sistemi di prodotti e servizi personalizzati per il settore alimentare,-,1,Chiriotti Editori,"MERONI, ANNA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/258874,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,Cross Fertilization tra Moda e Design: un modello di lettura possibile dei Casi di Best Practice,-,2,-,"BERTOLA, PAOLA;CONTI, GIOVANNI MARIA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/259088,2002,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,OTTAGONO,Oggetti contraddittori,-,1,Compositori,"BUCCHETTI, VALERIA LUISA",internazionale
Roma,-,ITA,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/259183,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,-,Spazio al dibattito,-,1,Federtrasporto,"PONTI, MARCO GUIDO",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/259283,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL CENTAURO,"Progetto TRAMP ""Prevenzione del Rischio nell'autotrasporto di Sostanze Pericolose",-,1,Novega Edizioni,"MAJA, ROBERTO",nazionale
Rimini,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/259357,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PAESAGGIO URBANO,Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,-,1,Maggioli,"CECONELLO, MAURO ATTILIO",nazionale
-,-,-,-,none,-,-,-,http://hdl.handle.net/11311/259716,2002,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PROGETTI,L’isola che non c’è,-,1,-,"INGARAMO, MATTEO ORESTE",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/259815,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Oltre il lifting progettuale,-,1,Progetto Editrice,"BUCCHETTI, VALERIA LUISA",internazionale
Rimini,-,-,-,none,-,-,-,http://hdl.handle.net/11311/259961,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AMBIENTE COSTRUITO,Architettura sostenibile per la ricerca,-,1,Maggioli,"PIARDI, SILVIA ELVIRA MARIA",internazionale
Rimini,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/259969,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'UFFICIO TECNICO,Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città,-,1,Maggioli,"CECONELLO, MAURO ATTILIO",nazionale
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/260219,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,BAGNO DESIGN,Igiene in Microgravità,-,1,-,"DOMINONI, ANNALISA",-
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/260246,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Attraverso il colore,-,1,Progetto Editrice,"BUCCHETTI, VALERIA LUISA",internazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/260271,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MONDO LEGNO,La costruzione di barche a remi sul Lago di Como,-,1,Alberto Greco Editore,"PIARDI, SILVIA ELVIRA MARIA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,hotel design; interior design; design degli interni,http://hdl.handle.net/11311/260421,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Un Lingotto Art & Tech,-,2,-,"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO",nazionale
Varese,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/260560,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FOOD PACKAGES,User Centred Packaging design,-,1,Artek,"COSTA, FIAMMETTA CARLA ENRICA",nazionale
-,-,-,-,none,-,-,-,http://hdl.handle.net/11311/260581,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,HOME,Il tessile tecnologico,-,1,Edinterni,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/260598,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SICUREZZA CIVILE,Trasporto di merci come prevenire,-,1,Novega Edizioni,"MAJA, ROBERTO",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/260620,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,CaLABria DESIGN. Il design per valorizzare i contesti di artigianato artistico calabrese a partire dalle esperienze della collezione Atena,-,2,Edizioni Poli.Design,"CASTELLI, ANTONELLA;VILLARI, BEATRICE",internazionale
Torino,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/260728,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL GIORNALE DELL'ARCHITETTURA,Design solidale: il puppylove,-,1,Umberto Allemandi,"CAPPELLIERI, ALBA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/260942,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,COMPLESSITÀ E SOSTENIBILITÀ,AMBIENTE SOSTENIBILE,-,3,Edizioni Poli.Design,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",nazionale
Varese,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/261019,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FOOD PACKAGES,Il Bento,-,1,Artek Editore,"MERONI, ANNA",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/261110,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ORTHO 2000,Progettazione di sistemi bio-robotici: il ruolo del bio-designer,-,1,Edi.Ermes srl,"CANINA, MARIA RITA",nazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,-,-,http://hdl.handle.net/11311/261250,2002,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,POLITECNICO,Dalla pianificazione alla regolazione dei trasporti,-,1,-,"PONTI, MARCO GUIDO",nazionale
Bologna,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/261306,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,ASSISTENZA ANZIANI,"Sistemi e servizi PUL, i campi di applicazione",-,2,Fin-Mark srl,"ANSELMI, LAURA;MUSCHIATO, SABRINA",nazionale
Torino,-,-,-,none,-,-,-,http://hdl.handle.net/11311/261455,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IL GIORNALE DELL'ARCHITETTURA,Mollino: l’ossessione della forma. Macef 2006: fior di design . Caleidoscopio Benesch,-,1,Umberto Allemandi,"CAPPELLIERI, ALBA",nazionale
-,-,-,-,none,-,ita;eng,-,http://hdl.handle.net/11311/261616,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,L'ARCA,La nuova frontiera,-,1,-,"DOMINONI, ANNALISA",-
Roma,-,-,-,none,-,-,-,http://hdl.handle.net/11311/261836,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN,Visibile invisibile,-,1,Mancosu,"BUCCHETTI, VALERIA LUISA",nazionale
-,-,-,-,none,-,-,-,http://hdl.handle.net/11311/261905,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,QUADERNI DI MANAGEMENT,Intervista sull'e-learning,-,1,-,"COLORNI VITALE, ALBERTO",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262033,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISEGNO E DESIGN DIGITALE,Gioco e racconto. Strutture narrative tra cinema e videogames,-,2,Edizioni Poli.Design,"GALBIATI, MARIA LUISA;MATTANA, WALTER",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/262268,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MODO,Moda e design,-,1,R.D.E.,"MANGIAROTTI, RAFFAELLA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262276,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Prototipi per la tv interattiva,-,1,Progetto editrice,"BAULE, GIOVANNI",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/262285,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SOLARIA,Materiali porosi e doppia pelle per la qualità dell'aria,-,1,Edinterni,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,-,-,http://hdl.handle.net/11311/262298,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PROGETTO GRAFICO,La cultura delle lettere,-,1,-,"PIAZZA, MARIO",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262328,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,"Il design della brand experience communication come vantaggio competitivo,",-,1,Poli.Design,"GALBIATI, MARIA LUISA",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/262661,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Le poetiche della capture,-,1,Progetto editrice,"BAULE, GIOVANNI",internazionale
Faenza,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262694,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,AE ARCHAEDILIA,Nuove relazioni - tessute dai materiali - tra architettura e design,-,1,-,"PICCINNO, GIOVANNA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262756,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,IMPRESA & STATO,Il Design nell'era di Internet,-,1,Franco Angeli,"CIUCCARELLI, PAOLO",internazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/262764,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,COMPLESSITÀ E SOSTENIBILITÀ,Prospettive per i territori europei: strategie di pianificazione in dieci Paesi,-,3,Edizioni Poli.Design,"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,moda; design degli interni; interior design,http://hdl.handle.net/11311/262803,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,L'ambito dell'ospitalità in rapporto al design degli interni e la moda,-,2,-,"CERVETTA, GABRIELE;SCULLICA, FRANCESCO",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/262957,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Informazioni condivise,-,1,Progetto Editrice,"BUCCHETTI, VALERIA LUISA",internazionale
Varese,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/263179,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,FOOD PACKAGES,Packaging design come strategia,-,1,Artek Editore,"MERONI, ANNA",nazionale
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,"Combinatorial optimization, Cardinality constraint, Annotated bibliography",http://hdl.handle.net/11311/263349,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DISCRETE APPLIED MATHEMATICS,An annotated bibliography of combinatorial optimization problems with fixed cardinality constraints,-,4,-,"BRUGLIERI, MAURIZIO;M. Ehrgott;H. Hamacher;MAFFIOLI, FRANCESCO",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,hotel design; contract design,http://hdl.handle.net/11311/263440,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Express by Holiday INN a Parma,-,1,-,"SCULLICA, FRANCESCO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/263459,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,Catalogo della mosta NonsoloAlbergo,-,1,-,"SIMONELLI, GIULIANO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,eng;ita,interior contract; contract design,http://hdl.handle.net/11311/263551,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE JOURNAL OF DESIGN,Interior  contract  e Spagna. Sinergie con il contesto italiano,-,1,-,"SCULLICA, FRANCESCO",internazionale
-,-,-,-,none,-,-,-,http://hdl.handle.net/11311/263594,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,"Introduzione alla Ricerca co-finanziata MIUR: ""Cross Fertilization tra Moda e Design""",-,1,-,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,01.1 Articolo in Rivista,none,-,ita,-,http://hdl.handle.net/11311/263610,2002,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,SUITE,"Hotel Mercure Prado, Marsiglia",-,2,-,"COLLINA, LUISA MARIA VIRGINIA;SIMONELLI, GIULIANO",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/263612,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGNFOCUSNEWS,Istituto Italiano di Cultura - Presentazione Domus. ideas21 - Turning ideas into tangible products. Ice a Ambasciata Italiana di Londra - Made in Italy,-,1,Edizioni Poli.Design,"ARQUILLA, VENANZIO",nazionale
Milano,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/263645,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Segnali nel verde,-,1,Progetto editrice,"GUIDA, FRANCESCO ERMANNO",internazionale
-,-,-,01.1 Articolo in Rivista,none,-,eng;ita,contract design; prodotto d'arredo; furniture design,http://hdl.handle.net/11311/263656,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,THE JOURNAL OF DESIGN,"Oggetti Ospitali, Contract Design e Ricettività Alberghiera",-,1,-,"SCULLICA, FRANCESCO",nazionale
Roma,-,-,-,none,-,-,-,http://hdl.handle.net/11311/263828,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MONDOGIS,Rappresentazione e modellazione virtuale per la città e il territorio,-,1,Mondo GIS,"CECONELLO, MAURO ATTILIO",nazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,-,http://hdl.handle.net/11311/263865,2006,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,07. Verso una definizione ampliata dei beni culturali: parametri conformativi e relazionali.,-,1,-,"PARENTE, MARINA",-
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/264475,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,Il design della comunicazione come progetto di  sistema,-,1,Poli.Design,"PILLAN, MARGHERITA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/264589,2005,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,La ricerca ME.Design: le ipotesi preliminari,-,2,Edizioni Poli.Design,"SIMONELLI, GIULIANO;VIGNATI, ARIANNA",internazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,ita,titanio; anodizzazione; design,http://hdl.handle.net/11311/264803,2004,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TITANIUM INDUSTRY,"Titaniocromie, il titanio e i suoi colori",-,1,-,"ROGNOLI, VALENTINA",nazionale
Milano,-,-,01.1 Articolo in Rivista,none,-,-,-,http://hdl.handle.net/11311/264910,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,-,Le strategie progettuali nelle scelte dell'involucro degli edifici,-,1,Edinterni,"DELL'ACQUA BELLAVITIS, ARTURO",nazionale
-,-,-,-,none,-,ita,-,http://hdl.handle.net/11311/264950,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,MONDO LEGNO,Legno tra tradizione e innovazione: composti lignei per la nautica,-,2,-,"F. Maggiulli;PIARDI, SILVIA ELVIRA MARIA",nazionale
-,"Sì, ma tipo non specificato",-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,eng,Doctoral curricula in design,http://hdl.handle.net/11311/265008,2002,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,"ART, DESIGN & COMMUNICATION IN HIGHER EDUCATION",Re-orienting PhD education in industrial design: some issues arising from the experience of a Ph.D. programme revision,-,1,-,"PIZZOCARO, SILVIA LUISA",internazionale
-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,-,-,-,http://hdl.handle.net/11311/265084,2003,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,PROGETTO GRAFICO,Una generazione con le idee chiare,-,1,-,"PIAZZA, MARIO",nazionale
Milano,-,-,-,none,-,-,-,http://hdl.handle.net/11311/265251,2007,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,LINEA GRAFICA,Scadenze quotidiane,-,1,Progetto Editrice,"BUCCHETTI, VALERIA LUISA",internazionale
Milano,-,ITA,-,none,-,-,-,http://hdl.handle.net/11311/265353,2001,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-,TERRITORIO,La crisi delle infrastrutture di trasporto in Italia,-,1,F. Angeli,"PONTI, MARCO GUIDO",nazionale
