dc.subject.keywordsita,item.openaireRights,dc.subject.keywords,dc.identifier.uri,dc.type.referee,dc.publisher.name,dc.title,dc.publisher.place,dc.language.iso,item.journal.title,dc.description.allpeople,dc.relation.ispartofbook,dc.relation.medium,dc.date.issued,dc.type.circulation,dc.type.full,item.collection,dc.publisher.country,dc.description.numberofauthors
-0,info:eu-repo/semantics/closedAccess,Disegno; Rappresentazione; Design del Prodotto; Design della Moda; Design della Comunicazione; Design degli Interni; Design dei Beni culturali,http://hdl.handle.net/11311/579322,-0,Maggioli Editore,La ricerca nel disegno di design. giornata di studio 20 ottobre 2010,-0,ita,-0,G. Amoruso; E. Bistagnino; F. Brevi; M. Ceconello; G. Guidi; G. Pierluisi; M. Rossi; M. Russo,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,8
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/580903,-0,Aiap Edizioni,"Il segno continuo. Simonetta Ferrante.Grafica tra arte, calligrafia e design",Milano,ita;eng,-0,Francesco E. Guida; Lorenzo Grazzani,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/580905,-0,Franco Angeli,Type Design. Esperienze progettuali tra teoria e prassi.,Milano,ita,-0,Francesco E. Guida; Giancarlo Iliprandi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/583875,-0,Franco Angeli,Comunicazione a misura d'uomo,-0,ita,-0,M. Pillan,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,modello; modellazione digitale; modelli del colore; disegno; reverse modeling; virtual prototyping,http://hdl.handle.net/11311/604685,-0,Maggioli,"Realtà, simulazione e progetto. Il ruolo del modello",Santarcangelo di Romagna,ita,-0,Giuseppe Amoruso; Enica Bistagnino; Fausto Brevi; Mauro Cecconello; Gabriele Pierluisi; Michela Rossi; Michele Russo,-0,STAMPA,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,7
-0,info:eu-repo/semantics/closedAccess,disegno; modello; design.,http://hdl.handle.net/11311/605680,-0,Maggioli Editore,"Realtà, simulazione e progetto. Il ruolo del modello",Milano,ita,-0,Giuseppe Amoruso; Enica Bistagnino; Fausto Brevi; Mauro Cecconello; Gabriele Pierluisi; Michela Rossi; Michele Russo,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,7
-0,info:eu-repo/semantics/closedAccess,Albini; design; interior design; mobili; architettura d'interni; Helg; Cassina; Poggi; Arflex,http://hdl.handle.net/11311/608307,-0,24 ore Cultura,Franco Albini,Milano,ita,-0,G. Bosoni,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/608399,-0,Maggioli,Color and Colorimetry Multidisciplinary Contributions,-0,eng,-0,M. Rossi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/608400,-0,Maggoli,Colore e colorimetria contributi multidisciplinari,-0,ita,-0,M. Rossi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,-0,-0,http://hdl.handle.net/11311/609276,-0,Corraini Edizioni,Cruciale,Mantova,ita;eng,-0,Beppe Finessi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,-0,http://hdl.handle.net/11311/609277,-0,Corraini Edizioni,Di vaso in fiore,Mantova,ita;eng,-0,Beppe Finessi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,-0,http://hdl.handle.net/11311/609278,-0,Corraini Edizioni,Inventario 02,Mantova,ita;eng,-0,Beppe Finessi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,-0,http://hdl.handle.net/11311/609279,-0,Corraini Edizioni,Inventario 03,Mantova,ita;eng,-0,Beppe Finessi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,Esposizioni; Milano; 1906,http://hdl.handle.net/11311/614714,-0,"Comune di Milano, CASVA, Biblioteca d'Arte","Per l’esposizione, mi raccomando…!Milano e l’Esposizione internazionale del Sempione del 1906 nei documenti del Castello Sforzesco.",Milano,ita,-0,G. Ricci; P. Cordera,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,Leonardo; Mito; Disegni; Pittura; Fortuna,http://hdl.handle.net/11311/630994,-0,Silvana Editoriale,Leonardo: il Genio il Mito,Cinisello Balsamo Milano,ita,-0,"MARANI, P.; PEDRETTI, C.; SALVI, P. ; VITULO, C.; BARILLI, R.",-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,5
-0,none,-0,http://hdl.handle.net/11311/635446,-0,FrancoAngeli,Altre figure. Intorno alle figure di argomentazione,Milano,ita,-0,V. Bucchetti,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,oggetto; ready made; oggettori; riuso; estetica dell'oggetto; object trouvé,http://hdl.handle.net/11311/639706,-0,Liguori,L’oggetto nell’arte contemporanea. Uso e riuso,Napoli,ita,-0,E.Crispolti; A.Mazzanti,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,-0,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/642133,-0,MAGGIOLI EDITORE,PROGETTARE UN GIOCO NON E' UN GIOCO,-0,ita,-0,LUCA FOIS; ARIANNA VIGNATI,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/643730,Comitato scientifico,SKIRA EDITORE SPA,"COMUNICARE IN MOVIMENTO, COMMUNICATION IN MOTION",MILANO,eng;ita,-0,D. BRUNO,-0,STAMPA,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/645146,-0,Rizzoli,"Abitare. 50 anni di design: case, architetture, oggetti, fotografie, mode, design, viaggi – 1961-2011",Milano,ita,-0,Piazza Mario,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,Disegno; modello; progetto; colore; rappresentazione,http://hdl.handle.net/11311/662385,-0,Maggioli Editore,"Realtà, simulazione e progetto. Il ruolo del modello",Santarcangelo di Romagna,ita,-0,"G. Amoruso; E. Bistagnino; F. Brevi; M.

Ceconello; G. Pierluisi; M. Rossi; M. Russo",-0,STAMPA,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,7
-0,none,-0,http://hdl.handle.net/11311/666304,-0,Corraini Edizioni,Inventario 04,Mantova,eng;ita,-0,G. Finessi,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,GIDE; design; communities; innovazione; internazionale,http://hdl.handle.net/11311/688715,-0,Maggioli Editore,Design for innovative communities,Sant'Arcangelo di Romagna (RN),ita;eng,-0,D.Fassi; A.Rebaglio,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,Catalogo della mostra al Museo Nacional  de Arte Reina Sofia; Madrid; dicembre 2011,http://hdl.handle.net/11311/731991,Nessuno,Museo Reina Sofia,Emilio Ambasz.Invenciones: arquitectura y Diseno,Madrid,spa,-0,F. Irace,-0,-0,2011,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ESP,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/632812,-0,Ediciones Fundación Internacional Artecittà,MuVi3. Video and moving image on synesthesia and visual music / MuVi3. Vídeo e imagen en movimiento sobre sinestesia y música visual,Granada,spa;eng;ita,-0,D. Ricco'; M.J. De Córdoba,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ESP,2
-0,info:eu-repo/semantics/closedAccess,"Architettura e matematica; architecture and mathematics

disegno; drawing

proporzioni; proportions",http://hdl.handle.net/11311/657540,-0,Maggioli Editore,Milano Maths in the city. A mathematical tour of Milanese Architecture - itinerario matematico dell'architettura milanese.,Santarcangelo di Romagna,eng;ita,-0,Michela Rossi; Sylvie Duvernoy; Giampiero Mele,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,info:eu-repo/semantics/closedAccess,design and mathematics; design theory and analysis; design grammars; Harmony and Architecture; parametric design; digital models; archeoastronomy,http://hdl.handle.net/11311/657544,-0,McGraw-Hill Education,Nexus Ph.D. Day. Relationschip between Architecture and Mathematics,Milano,eng,-0,Michela Rossi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/662224,-0,ACM,DPPI11. Designing Pleasurable Products and Interfaces. Proceedings,New York,eng,-0,Cabirio Cautela; Alessandro Deserti; Francesca Rizzo; Francesco Zurlo,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,USA,4
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/664557,Comitato scientifico,FrancoAngeli,Moda e arte,Milano,ita,-0,M. Pedroni; P. Volonte',-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/666284,Nessuno,Maggioli,Color and colorimetry Multidisciplinary contribution - Vol VIIIb,-0,eng,-0,M. Rossi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/666288,Nessuno,Maggioli,Colore e colorimetria Contributi Multidisciplinari Vol VIIIa,-0,ita,-0,M. Rossi; A. Siniscalco,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,-0,Candela; Arte; Design,http://hdl.handle.net/11311/666945,-0,Corraini Edizioni,Fare Lume,Mantova,eng;ita,-0,G.Finessi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/668544,-0,Editore Franco Angeli,Design Research: Between Scientific Method and Project Praxis. Notes on Doctoral Research in Design 2012,Milano,eng,-0,L. Rampino,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,-0,-0,http://hdl.handle.net/11311/685510,-0,Corraini,Inventario 05,Mantova,ita;eng,-0,Beppe Finessi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/686839,Nessuno,FrancoAngeli,Giulio Iaccheti Research Experiences in Design,milano,eng;ita,-0,A. Biamonti,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,none,-0,http://hdl.handle.net/11311/686857,-0,MAGGIOLI EDITORE,Exhibit,Sant'Arcangelo di Romagna (RN),eng,-0,D.Fassi; A. Rebaglio; I. Vegni,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,none,jewellery; design; technology; rfid; innovation; fashion design,http://hdl.handle.net/11311/686921,-0,Mondadori Education,Il gioiello utile:Ornamenti RFID le nuove frontiere dell'ornamento,MILANO,ita;eng,-0,A. Cappellieri; L.Tenuta; V. Vecchi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/686977,-0,McGraw-Hill,"Descriptive Geometry and Digital Rrepresentation: 

Memory and Innovation",Milano,eng,-0,Michela Rossi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,USA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/688067,-0,Mondadori Università,Design della Maglieria. Appunti su metodi progettuali e lavorazioni,-0,ita,-0,G.Conti,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,"Museum technologies, Design for Cultural Heritage",http://hdl.handle.net/11311/690076,-0,DPA Politecnico di Milano,Representing Museum Technologies,Milano,eng,-0,J. Allen; E. Lupo,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,stereotipi comunicativi; progetto; culture di genere; design critico,http://hdl.handle.net/11311/690135,-0,Franco Angeli,Anticorpi comunicativi.Progettare per la comunicazione di genere,Milano,ita,-0,G. Baule; V. Bucchetti,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,Archivi di architettura e design; Storia dell'architettura e del design; Archivi; fondi; collezioni; raccolte; Censimento; Italia/Lombardia,http://hdl.handle.net/11311/690713,Comitato scientifico,"CASVA, Centro di Alti Studi sulle Arti Visive, Comune di Milano","Gli archivi di architettura, design e grafica in Lombardia. Censimento delle fonti",Milano,ita,-0,G. L. Ciagà,-0,STAMPA,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,none,-0,http://hdl.handle.net/11311/692932,-0,Aiap Edizioni,Grafica del made in Italy / Made in Italy graphic design,-0,ita;eng,-0,M. Piazza,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,none,-0,http://hdl.handle.net/11311/692937,-0,Corraini Edizioni,TDM 5: Grafica italiana,-0,ita;eng,-0,G. Camuffo; M. Piazza; C. Vinti,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,-0,-0,3
-0,none,-0,http://hdl.handle.net/11311/692964,-0,Rizzoli,"Poltrona Frau.
L'intelligenza delle mani",-0,ita,-0,M. Piazza,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,-0,-0,1
-0,-0,-0,http://hdl.handle.net/11311/692966,-0,Rizzoli International,Poltrona Frau: Intelligence in Our Hands,-0,eng,-0,M. Piazza,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,-0,-0,http://hdl.handle.net/11311/694018,-0,Abitare,The Contemporary Interior Landscape,Milano,eng,-0,G. Bosoni; A. Rebaglio; F. Scullica,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,3
-0,none,-0,http://hdl.handle.net/11311/694021,-0,Abitare,The Contemporary Interior Landscape,Milano,ita;eng,-0,G. Bosoni; A. Rebaglio; F. Scullica,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/732594,Nessuno,Edizioni Dativo,Packaging design e pubblica utilità. Sperimentazioni in cartone per comunicare la sicurezza domestica,Milano,ita,-0,E. Ciravegna; U. Tolino,-0,STAMPA,2012,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/768889,Nessuno,Corraini Edizioni,Inventario 06,Mantova,ita;eng,-0,G. Finessi,-0,-0,2012,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,info:eu-repo/semantics/closedAccess,"colore, design, environmental",http://hdl.handle.net/11311/1054875,Nessuno,Maggioli Editore,Esperienza e formazione,Santarcangelo di Romagna,ita,-0,"Bisson, Mario",-0,STAMPA,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,disegno digitale; rendering; progetto,http://hdl.handle.net/11311/720345,-0,Maggioli editore,Verso l'era postdigitale. Disegnare il progetto tra design e architettura.,Santarcangelo di Romagna,ita,-0,UdRD Design Representation; Giuseppe Amoruso; Fausto Brevi; Mauro Ceconello; Gabriele Pierluisi; Michela Rossi; Michele Russo,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,7
-0,info:eu-repo/semantics/closedAccess,colore; rappresentazione; progetto,http://hdl.handle.net/11311/720347,-0,Maggioli Editore,"Geometria, spazio, colore. Ricerche per la rappresentazione e il progetto",Santarcangelo di Romagna,ita,-0,Michela Rossi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/739371,Nessuno,Maggioli,Colour and Colorimetry Multidisciplinary Contributions Vol. IXb,-0,eng,-0,M. Rossi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/739372,Nessuno,Maggioli,Colore e colorimetria contributi multidisciplinari Vol IXa,-0,ita,-0,M. Rossi; A. Siniscalco,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/751616,-0,Corraini,Made in slums. Mathare Nairobi,Mantova,ita;eng,-0,Irace F,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,none,enterprises; creativity; spatial; interior,http://hdl.handle.net/11311/758444,-0,Maggioli editore,Creativity for local enterprises,Sant'Arcangelo di Romagna,eng,-0,D. FASSI; A.REBAGLIO,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,design e metanarrazioni; design e narrazioni tangibili; design e comunità testuali,http://hdl.handle.net/11311/758930,Comitato scientifico,Mimesis Edizioni,E' il design una narrazione? Design e narrazioni,Milano,ita,-0,A. Penati;,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,design; narrazioni visive; innovazione,http://hdl.handle.net/11311/758932,Comitato scientifico,Mimesis Edizioni,Il design costruisce mondi. Design e narrazioni,Milano,ita,-0,A. Penati;,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,design; narrazioni; oggetti; cultura materiale,http://hdl.handle.net/11311/758933,Comitato scientifico,Mimesis Edizioni,Il design vive di oggetti-discorso. Design e narrazioni.,Milano,ita,-0,A. Penati,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/764761,Nessuno,ELECTA,Design & Cultural Heritage. Archivio animato,Milano,eng;ita,-0,F. Irace; G.L. Ciagà,-0,STAMPA,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/768890,Nessuno,Corraini Edizioni,Inventario 07,Mantova,ita;eng,-0,G. Finessi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/768891,Nessuno,Corraini edizioni,Inventario 08,Mantova,ita;eng,-0,G. Finessi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,-0,-0,http://hdl.handle.net/11311/769058,Nessuno,ELECTA,Progetto Cibo. La Forma del Gusto,-0,ita,-0,G. Finessi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/769060,Nessuno,Corraini Edizioni,Intorno al libro,-0,ita;eng,-0,G. Finessi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,-0,Cultural design; temporaneo; allestimento; digital heritage,http://hdl.handle.net/11311/804936,"Sì, ma tipo non specificato",ELECTA,"Design e memoria del Temporaneo/Design 
and memory of the Ephemeral",Milano,ita;eng,-0,E. Lupo; R. Trocchianesi,-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,archivio; heritage materiale e immateriale,http://hdl.handle.net/11311/861818,Nessuno,ELECTA MONDADORI,"Immateriale, virtuale, interattivo",Milano,ita;eng,-0,Irace F,-0,STAMPA,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,"Design for Cultural Heritage, Craft, Cultural intensive artefact",http://hdl.handle.net/11311/974893,-0,Maggioli Editore,Autentico Contemporaneo. Design e Attivazione dei saperi tipici e maestri artigiani milanesi,Milano,ita,-0,"Eleonora, Lupo",-0,STAMPA,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/989802,-0,Corraini,(1:13). The thirteen chairs that were never painted in Leonardo's Last Supper / (1:13). Le tredici sedie mai dipinte nell´Ultima cena di Leonardo,Mantova,eng;ita,-0,"Crippa, Davide; Di Prete, Barbara",-0,-0,2013,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/1029970,Comitato scientifico,FrancoAngeli,Overfashion. Nuove prospettive per la moda nella società che ingrassa,-0,ita,-0,"Canina, MARIA RITA; Volonte', PAOLO GAETANO",-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,none,-0,http://hdl.handle.net/11311/796926,Nessuno,Corraini Edizioni,Il Design Italiano Oltre le Crisi,Mantova,eng;ita,-0,"Finessi, G.",-0,-0,2014,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,none,arte contemporanea,http://hdl.handle.net/11311/815123,Nessuno,SILVANA EDITORIALE,Agostino Arrivabene. Vesperbild,Cinisello Balsamo,eng;ita,-0,"Pietro, Marani",-0,-0,2014,-0,06 CURATELA::06.1 Curatela,-0,ITA,1
-0,info:eu-repo/semantics/openAccess,progettazione digitale; digital prototyping; dynamic response,http://hdl.handle.net/11311/848734,Esperti anonimi,Maggioli,Ripensare il disegno/rethinking design (introduzione).,Santarcangelo di Romagna,eng;ita,-0,Michela Rossi; Andrea Casale; a cura di,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,-0
-0,info:eu-repo/semantics/closedAccess,interior design; exhibition design,http://hdl.handle.net/11311/862572,Nessuno,Corraini,Dove vivono gli architetti,Mantova,eng;ita,-0,Irace F.; Molteni F; Pizzigoni D.,-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,none,-0,http://hdl.handle.net/11311/869980,Nessuno,Butterworth-Heinemann: Elsevier,"Materials Experience: Fundamentals of
Materials and Design",-0,eng,-0,Elvin Karana; Owain Pegley; Valentina Rognoli,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,-0,-0,3
-0,-0,-0,http://hdl.handle.net/11311/872756,Nessuno,Corraini edizioni,INVENTARIO 09,Mantova,ita;eng,-0,Beppe Finessi,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/880557,Nessuno,Silvana Editoriale,"TEXTILE VIVANT.
Percorsi, esperienze e ricerche del textile design.
Tracks, experiences and Researches in textile design",Milano,ita;eng,-0,Giovanni Maria Conti; Barbara Del Curto; Eleonora Fiorani; Maria Grazia Soldati,-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,4
-0,none,-0,http://hdl.handle.net/11311/924155,Esperti anonimi,STS Italia Publishing,"A Matter of Design: Making Society trough Science and Technology
Proceedings of the 5th STS Italia Conference",-0,eng,-0,C. Coletta; S. Colombo; P. Magaudda; A. Mattozzi; L. Parolin; L. Rampino,-0,ELETTRONICO,2014,-0,06 CURATELA::06.1 Curatela,-0,ITA,6
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/935762,Esperti anonimi,Franco Angeli,Overfashion. Nuove prospettive per la moda nella società che ingrassa,milano,ita,-0,Marita Canina; Paolo Volonté,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,-0,-0,http://hdl.handle.net/11311/935991,Nessuno,Corraini Edizioni,INVENTARIO 10,Mantova,ita;eng,-0,Beppe Finessi,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/941559,Comitato scientifico,"""MAGGIOLI EDITORE"", Gruppo del colore",Colore e colorimetria contributi multidisciplinari Vol Xa,-0,ita,-0,Maurizio Rossi; Veronica Marchiafava,-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/942187,Nessuno,"""MAGGIOLI EDITORE"", Gruppo del colore",Colour and Colorimetry Multidisciplinary Contributions Vol. Xb,-0,eng,-0,Maurizio Rossi,-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,1
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/956158,Comitato scientifico,Bloomsbury Publishing Plc (now Taylor and Francis),Fashion Made in Italy. Special Issue,London,eng,-0,Bertola P.; Colombi C.,-0,STAMPA,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,GBR,2
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/956761,Nessuno,Politecnico di Milano,"CIMODE 2014
2° Congresso internazionale di Moda e Design
2° International Fashion and Design Congress",-0,por;ita;eng;spa,-0,R.Gaddi; A.Cappellieri; A.Dell'Acqua,-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,-0,3
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/965932,-0,Lancaster University,SERVICE DESIGN RESEARCH UK NETWORK Mapping and developing Service Design Research in the UK,-0,eng,-0,"Sangiorgi, Daniela; Prendiville, Alison; Ricketts, Amy",-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,GBR,3
-0,info:eu-repo/semantics/openAccess,-0,http://hdl.handle.net/11311/965937,Esperti anonimi,Linköping Electronic Conference Proceedings,"ServDes.2014 Service Future, Proceedings of the fourth Service Design and Service Innovation Conference",-0,eng,-0,"Sangiorgi, Daniela; Murphy, Emma; Hands, David",-0,ELETTRONICO,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,SWE,3
-0,info:eu-repo/semantics/openAccess,"design culture, design driven innovation, Design history, Italian Culture of Materials Design, material, technological innovation",http://hdl.handle.net/11311/970615,-0,Associazione italiana storici del design,Italian material design: imparando dalla storia,Milano,eng;ita,-0,"Bosoni, Giampiero; Ferrara, Maria Rita",-0,ELETTRONICO,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,ITA,2
-0,info:eu-repo/semantics/closedAccess,-0,http://hdl.handle.net/11311/975705,-0,Spurbuchverlag,Design research on temporary homes,Baunach,eng,-0,"Giunta, Elena; Rebaglio, Agnese",-0,-0,2014,-0,06 CURATELA::06.1 Curatela,06.1 Curatela,DEU,2
