dc.date.issued	dc.type.full	dc.identifier.uri	dc.title	dc.description.allpeople
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582691	Design Knowledge sharing, creative greats events : tools for contemporary urban development	R. Gaddi; A. Dell'Acqua Bellavitis
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582746	L’albergo urbano diffuso: nuovi orizzonti di ospitalita	V. M. Iannilli
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582751	l’autoproduzione che valorizza l’artigianato	Marinella Ferrara
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582754	Museo del Design - decima selezione	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582767	Ricerca, Design e Impresa.Durapulp Lamp	G. Piccinno
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582794	Le mosse del cavallo	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582796	SKITSCH, Blocknotes 1, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582797	MOROSO, Blocknotes 2, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582798	Magis, Blocknotes 3, Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582799	ROTALIANA Blocknotes 4. Recensioni della piccola e media industria italiana - Reviews of small and medium italian manufactures	G. Bosoni
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582808	Ingo Maurer. Azioni di luce tra tecnica, arte e poesia	R. Trocchianesi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582809	Il dialogo azienda-distribuzione	A. Dell'Acqua Bellavitis
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582810	Tessile e valori emozionali	A. Dell'Acqua Bellavitis
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582811	Tecnologia e trends	A. DEll'Acqua Bellavitis
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/583152	Progettare in verticale	Feraboli, MARIA TERESA
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/583479	Un progetto totale. Due case sorelle ai piedi della Presolana	G.L. Ciaga'
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/583503	Dulio Forte. Interno in un interno	G. Finessi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/583504	Ospiti Inaspettati	G. Finessi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/583505	Progettare pensieri. Marco Ferreri Nuovo Maestro	G. Finessi
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/636904	Modeling the StaticBehaviour of a Double Curvature Brickwork Vault	A. Anzani; P. Condoleo; A. Gobbo; A. Taliercio
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/643132	Evolución del la investicación en Deseño: del “metodo de diseño” a un nuoevo paradigma	Bertola P.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/660118	Movie design e brand experience	M. Galbiati
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/662376	Design Knowledge Farming	Paolo Ciuccarelli
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/676748	Quantitative body movement and gesture assessment in ergonomics	G.Andreoni; M.Mazzola; O.Ciani; M.Zambetti; M.Romero; F.Costa; E.Preatoni.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/690866	Frozen Interior	Biamonti A.
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691915	500. Il potere di una rivista / 500. The power of a magazine	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691916	Il progetto e un oggetto / The project is an object	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691918	Alla ricerca dell'archetipo del design / Looking for the archtypes of design	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691925	Novembre rosso / Red Novembre	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692550	Bob Noorda	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/693766	Parlare con le figure	M. Piazza
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/762426	La valutazione del rischio da sovraccarico biomeccanico in edilizia: preliminari di uno studio in corso	BURATTI G.; M. SANTIN; L. DELLERA; G. MOSCONI
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/968586	Personal development, participation and design	Sangiorgi, Daniela; Gillen, Julia; Junginger, Sabine; Whitham, Roger
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/968594	Service Design Research Pioneers. An overview of Service Design research developed in Italy since the ‘90s	Sangiorgi, Daniela; Pacenti, Elena
2010	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/997455	Aperte sul mare/Open to the sea	Piardi, Silvia
2010	01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista	http://hdl.handle.net/11311/690042	Inventario: tutto e progetto /Everything is a project	E. Lupo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/1035623	Teleworking and the Adaptive Reuse of Urban Interiors: The Fragmentation and Re-concentration of the Workplace	Camocini, Barbara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/579217	The GLEaMviz computational tool, a publicly available software to explore realistic epidemic spreading scenarios at the global scale	W. Van den Broeck; C. Gioannini; B. Gonçalves; M. Quaggiotto; V. Colizza; A. Alessandro;
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580487	Utenti e regionalizzazione dei trasporti	M. Ponti; A. Laurino
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580610	Design Ecosystem	G. Gerosa
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/580852	Urban Design Trajectories: Roles and Skills of Design in the Communication of the City as Cultural Asset	R. Gaddi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582103	Dossier design. La sostanza dei sogni	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/582113	Hepper. Il culto del gatto / Hepper. A Love for Cats	M. Parente
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/588684	The Innovation pyramid: a categorization of the innovation phenomenon in the product-design field	L. Rampino
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/589685	Pet driven design	Giulio Ceppi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/598480	Tools and Methods to Assist the Product Customization in the Field of Furniture Design	M. Gaiani; A. Deserti; F. Brevi; S. Ferioli
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/605313	Il nuovo tram di Bergamo. Una valutazione ex-post	P. Beria; A. Borlini; R. Maja
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/608602	Il design del solid state lighting: una sperimentazione continua	D. Casciani; D. Paleari; M. Rossi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/608693	Block notes: recensioni della piccola e media industria italiana. Il caso Foscarini	G. Bosoni
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/608697	Il caso Riva 1920, Block notes 7: recensioni della piccola e media industria italiana.	G. Bosoni
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/608827	Functional Evaluation and Rehabilitation Engineering	A. Aliverti; C. Frigo; G. Andreoni; G. Baroni; A. Bonarini; P. Cerveri; M. Crivellini; R. Dellaca; G. Ferrigno; M. Galli; Pedrocchi, A. L. G.
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609093	Cognitive ability assessment by Brain–Computer Interface: Validation of a new assessment method for cognitive abilities	P. Perego; A.C. Turconi; G. Andreoni; L. Maggi; E. Beretta; S. Parini; C. Gagliardi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609212	PoliUniPool: a carpooling system for universities	M. Bruglieri; D. Ciccarelli; A. Colorni; A. Lue'
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609239	A Comparative Life Cycle Assessment of Disposable and Reusable Packaging for the Distribution of Italian Fruit and Vegetables	M. Levi; S. Cortesi; C. Vezzoli; G. Salvia
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609280	"Corrado Levi: ""Sono un ginnasta o sono un artista?"", 2010 (1984)"	G. Finessi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609281	Dormire altrove	G. Finessi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/609282	Cruciale	G. Finessi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/614323	How to jump the pound on the female fitness Brazilian Market?Tools and strategy of design to create a path between ideas andmarkets	D. Rodrigues; G. Conti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/628179	THE VALUE OF SYSTEMIC INNOVATION IN DESIGN EDUCATION	M. Bianchini; S. Maffei; B. Villari
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/630206	Scenari di vendita: un sistema di segni/Selling Scenarios: a sign language	V.M.Iannilli
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/633053	Sotto la pelle di Bramante e Bramantino: radiografie e riflettografie dei dipinti di Brera, Urbino e Madrid. Confronti e deduzioni a seguito di vecchie e nuove riprese	Marani, Pietro
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/633636	Valorizing design culture through digital technologies	M. Ceconello; D. Spallazzo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/633908	Design Research in Fashion: from Trends to Design Directions	COLOMBI CHIARA
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/636233	High-Resolution Measurements of Face-to-Face Contact Patterns in a Primary School	Viboud, Cécile; Stehlé, Juliette; Voirin, Nicolas; Barrat, Alain; Cattuto, Ciro; Isella, Lorenzo; François Pinton, Jean; Quaggiotto, Marco; Van den Broeck, Wouter; Régis, Corinne; Lina, Bruno; Vanhems, Philippe
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/636235	The Extended Value of Design: an Advanced Design Perspective	M. Celi; F. Celaschi; L. Mata Garcia
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/636663	Teaching and learning graphic design basics through “play metaphor”	Caratti, Elena
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642328	Insalata ti spiezzo in due	S. Maffei; B. Parini
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642329	Deja Vu	S. Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642330	La cucina relazionale	S.Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642331	Dal prodotto al servizio	S. Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642334	Andrea Branzi: il design e in lutto	S. Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642335	Il sale, il profumo, i sensi. Design e fisiologia del gusto	S. Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/642336	Convergenze parallele. Due traiettorie critiche per il design contemporaneo	S. Maffei
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/657347	Valutazione del rischio per le merci pericolose nelle reti di trasporto	Borghetti, Fabio; Gandini, Paolo; Marchionni, Giovanna; Maja, Roberto; Studer, Luca
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/660453	The Learning Network on Sustainability: an e-mechanism for the development and diffusion of teaching materials and tools on Design for Sustainability in an open-source and copy left ethos.	Vezzoli, C.; Ceschin, F.
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664558	Commenti	A. Bagnasco; D. Baldassarri; P. Volonte'
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664593	Un secondo punto e da capo per l'architettura. Lo scacco dell'europeismo da salotto.	F. Irace
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664734	Small projects/large changes:Participatory design as an open participated process	Ezio Manzini; Francesca Rizzo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664820	Managing the Five Tensions of the Design Process	C. Cautela; F. Zurlo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664828	Alberto Savinio. Nude le immagini dei sogni	F. Zurlo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/664873	Le fabbriche dei sogni	F. Zurlo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/665959	Creativita e impresa: destini incrociati del Made in Italy	M. C. Tonelli
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/667037	Domotica. Tecnologia invisibile	A. Dominoni
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/667359	Evolution of Design Competitions: A Scientific Study on the State-of-art of Design Competitions	Onur Mustak, Cobanli; Deserti, Alessandro; Cautela, Cabirio
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/667741	Design and Narration: Languages, structures and narrative models as matter for design	R. Trocchianesi; D. Pinardi; A. De Marco
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/667774	Design research and cultural heritage: activating the value of cultural assets as open-ended knowledge system	E. Lupo; E. Giunta; R. Trocchianesi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/670791	La gestione dell’innovazione continua	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/675774	Design and self-production. The advanced dimension of handcraft	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/675946	Mediterraneo fucina per il design	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/676751	MEDITERRANEAN DESIGN ? Dal food design all’agrindustrial design per la riqualificazione delle attivita agricole e dei contesti territoriali	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/684701	Dust: A Visualization Tool Supporting Parents’ School-Choice Evaluation Process	Matteo Azzi; Giorgio Caviglia; Donato Ricci; Paolo Ciuccarelli; Emanuele Bonetti and Loredana Bontempi
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/687779	Il disegno per il Design di prodotto	G. Amoruso
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/689000	Focus Ceramiche	M. Ferrara
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/690051	"Design, Arts and ""aesthetics of Innovation"""	E. Lupo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/690059	Design, beni culturali e attivazione dell'autentico: progettare il valore delle eredita culturali come open-ended knowldge system	E. Lupo
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/690855	Germogli di un nuovo Made in Italy	Biamonti, Alessandro
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691928	I modi della grafica / The manners of graphic design	M. Piazza
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691929	Moleskine writing collection: progetto di ampliamento / Moleskine writing collection: the family is getting bigger	M. Piazza
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/691930	Tentativo per non scrivere il mio primo editoriale / An attempt not to write my first editorial	M. Piazza
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692803	The solitary designer	S. Ercoli; A. Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692806	Innovare tecnologicamente	S. Ercoli; A. Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692810	Un centro di innovazione per il distretto nautico lariano	S. Ercoli; A. Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692952	Sea Pod	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692953	Piccole innovazioni	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692954	Sperimentazione continua	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692955	Divertirsi con leggerezza	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692959	La smetti di fare il bambino?	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/692961	Visioni concrete di sostenibilita	Andrea Ratti
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/693325	Excelsior Premiere	G. Gerosa
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/693327	Shopping Panorama	G. Gerosa
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/693328	Memory and transformation	G. Gerosa
2011	01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista	http://hdl.handle.net/11311/694065	Design invisibile/Invisible design	A. Barbara
