dc.publisher.place,dc.type.referee,dc.relation.medium,item.openaireRights,item.collection,dc.subject.keywordsita,item.journal.title,dc.subject.keywords,dc.identifier.uri,dc.date.issued,dc.relation.conferenceplace,dc.type.full,dc.type.circulation,dc.relation.ispartofbook,dc.relation.conferencename,dc.language.iso,dc.publisher.country,dc.description.numberofauthors,dc.publisher.name,dc.authority.people,dc.title
Milano,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/265627,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Trasformazioni, Coesioni, Sviluppo Territoriale: temi emergenti nelle scienze regionali",-,ita,ITA,1,Franco Angeli,"PONTI, MARCO GUIDO",Alta velocità: recupero funzionale ed economico di linee sottoutilizzate
Milano,-,-,none,02.1 Contributo in Volume,-,-,contract design,http://hdl.handle.net/11311/265844,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Atlante della Comunicazione,-,ita,ITA,1,Hoepli,"SCULLICA, FRANCESCO",CONTRACT DESIGN
Firenze,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/266010,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"PAROLA DISEGNO SEGNO. COMUNICARE PER IMMAGINI. SEGNO, SIGNIFICATO, METODO",-,-,-,1,ALINEA,"GUIDA, FRANCESCO ERMANNO",IL PROGETTO DELL’IDENTITA’ TRA MARCHIO E SISTEMA
Bologna,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/266203,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,L'industria turistica del Mezzogiorno,-,ita,ITA,2,Il Mulino,"ERBA, STEFANO;PONTI, MARCO GUIDO",Il sistema dei trasporti
Roma,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/266311,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,E-government: come fare sistema. E-government: how to make system,-,-,-,1,EuroSpace,"MERONI, ANNA","La progettazione di sistema come approccio metodologico per sviluppare soluzioni sostenibili e contestualizzate""The design of system as methodological approach to develop sustainable and contextualised solutions"
Roma,-,-,none,02.1 Contributo in Volume,-,-,design degli interni,http://hdl.handle.net/11311/266702,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Il Benessere in Hotel,-,ita,-,1,Ideabook,"SCULLICA, FRANCESCO",Nuovi scenari dell'Ospitalità alberghiera
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/266724,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Design, Imprese, distretti. Un approccio all’innovazione",-,-,-,1,Edizioni Poli.Design,"VIGNATI, ARIANNA",LE POLITICHE EUROPEE A FAVORE DELL’INNOVAZIONE E DEL TRASFERIMENTO TECNOLOGICO. IL PROGETTO ATENA
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/266965,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Designing Designer: Design Evolution by East & West,-,eng,ITA,2,Edizioni Poli.Design,"DE SOUSA PENIN, LARA;VEZZOLI, CARLO ARNALDO",Multi-polar Learning network. A model for building a globally shared vision on the design for sustainability discipline
Roma,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,"Giuseppe Terragni; Roma; Danteum, VIA; architettura virtuale; Rappresentazione dell'architettura e della città.",http://hdl.handle.net/11311/267049,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Lo spazio digitale dell'architettura italiana,-,-,-,1,Kappa,"PIERLUISI, GABRIELE",Il Danteum di Terragni
"Brisbane, Australia",-,-,none,02.1 Contributo in Volume,-,-,Building design; bioclimtic; environmental quality; human health and safety,http://hdl.handle.net/11311/267144,2001,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Towards Sustainability in the built environment,-,eng,AUS,3,Queensland University of Technology,"PIARDI, SILVIA ELVIRA MARIA;RATTI, ANDREA;OBERTI, ILARIA",Green Guide-lines for Buildings Renovation and Costruction
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/267282,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Textile Design,-,-,-,1,Franco Angeli,"SOLDATI, MARIA GRAZIA",Parte Seconda
Milano,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/267352,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Proposte per ripensare Milano,-,ita,ITA,3,CLUP,"A. Boitani;BRAMBILLA, MARCO GIOVANNI;PONTI, MARCO GUIDO",Politica per la mobilità e i trasporti nell’area milanese
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/267564,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Design e metaprogetto. Teorie strumenti e pratiche,-,-,-,1,Edizioni Poli.Design,"BERTOLA, PAOLA",Il metaprogetto per la formazione del designer
Milano,-,-,none,02.1 Contributo in Volume,-,-,comfort; estetica; space design,http://hdl.handle.net/11311/267580,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Corpo futuro. Il corpo umano tra tecnologie, comunicazione e moda",-,ita,ITA,1,Franco Angeli,"DOMINONI, ANNALISA",IL CORPO IN MICROGRAVITA' E LA SUA SECONDA PELLE
Napoli,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/267881,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Design, Territorio e Patrimonio Culturale",-,-,-,1,Clean Edizioni,"ZURLO, FRANCESCO",Progettare le relazioni
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268010,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"DESIGN E METAPROGETTO. TEORIE, STRUMENTI, PRATICHE",-,-,-,1,Edizioni Poli.Design,"ZURLO, FRANCESCO",IL METAPROGETTO E LA RICERCA APPLICATA PER LE IMPRESE: ALCUNE NOTE
Amsterdam,-,ELETTRONICO,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268030,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,"Procurement and financing of motorways in Europe, Research in transportation economics",-,eng,NLD,1,Elsevier Science Ltd.,"PONTI, MARCO GUIDO","The regulatory issues of transport infrastructures, and of toll highways in particular"
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268055,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Dal carattere alla composizione,-,-,-,1,Lupetti Editore,"BAULE, GIOVANNI",Il manuale d'autore
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268099,2001,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Il sistema progetto,-,-,-,1,Edizioni Poli.Design,"BERTOLA, PAOLA",La ricerca per il progetto
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268283,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,La coda della Q. 50 marchi per la fondazione Giancarlo Quarta,-,-,-,1,Silvia editrice,"BAULE, GIOVANNI",Peculiarità della forma marchio
-,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268294,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"I trasporti e l'Europa. Politiche, infrastrutture, concorrenza",-,ita,ITA,1,F. Angeli,"PONTI, MARCO GUIDO",La regolazione pubblica dei trasporti: un quadro problematico
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268372,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Ergonomia e ospedale,-,-,-,1,Il sole 24 ore,"COSTA, FIAMMETTA CARLA ENRICA",La progettazione di prodotti industriali per la sanità
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268403,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Creative Communities. People inventing sustainable ways of living,-,-,-,1,Poli.Design,"COLLINA, LUISA MARIA VIRGINIA",The network of schools. New ways fot bottom up design driven innovation
Roma,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268525,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Sole vento acqua vegetazione e tecnologie avanzate. Matrici di un nuovo approccio progettuale al territorio architettura e design strategico,-,-,-,2,Gangemi,"MANZINI, EZIO;VEZZOLI, CARLO ARNALDO",Un’abitabilità sostenibile
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268564,2001,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Il sistema progetto,-,ita,-,1,Edizioni Poli.Design,"PENATI, ANTONELLA VALERIA",Il processo progettuale in una dimensione sistemica
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268684,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Analisi e modelli per la pianificazione: teoria e pratica,-,-,-,5,Franco Angeli,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO;A. Luè;MORROCCHI, VALENTINA;D. Rossi",Un approccio a molti criteri per la valutazione di alternative metrotranviarie a Como
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268754,2003,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Maestri. Design Italiano. Collezione Permanente Triennale di Milano,-,fra,-,1,Snoeck - La Triennale di Milano,"SCULLICA, FRANCESCO",Angelo Mangiarotti
-,-,-,none,02.1 Contributo in Volume,-,-,denis santachiara; design; innovazione; grandi maestri,http://hdl.handle.net/11311/268917,2003,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Maestri. Design italiano.Collezione Triennale di Milano,-,-,BEL,1,Snoeck-Ducaji & Zoon,"MANGIAROTTI, RAFFAELLA",Denis Santachiara
Bolzano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268947,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Scientific Workshop on Mountain Mobility and Transport,-,-,-,7,European Academy of Bolzano,"R. Arditi;R. Javicoli;MAJA, ROBERTO;PONTI, MARCO;SALA, GABRIELLA;STUDER, LUCA PASINO;VERONESI, ELEONORA",Trans-Alps: a transport model to support the traffic management
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/268973,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Progetto Giovane,-,-,-,1,ADI,"SIMONELLI, GIULIANO",La potenzialità del design
-,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/269234,2003,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,"Transport projects, programs and policies: evaluation needs and capabilities",-,eng,GBR,1,Ashgate Publishing Co.,"PONTI, MARCO GUIDO",Welfare basis of evaluation
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/269626,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Creare Impresa di Design,-,-,-,1,Edizioni Poli.Design,"ZURLO, FRANCESCO",Confrontarsi con la strategia d’impresa
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/269632,2001,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,"PackAge. Storia, costume, industria, funzioni e futuro dell'inbllaggio",-,ita;eng,ITA,1,Lupetti,"BUCCHETTI, VALERIA LUISA",L'evoluzione del packaging tra passato e futuro
Palermo,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/269742,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Eco-packaging alimentare,-,-,-,1,Kalos,"BUCCHETTI, VALERIA LUISA",Per un’identità dei giacimenti alimentari
Milano,-,-,none,02.1 Contributo in Volume,-,-,design; innovazione; alessi,http://hdl.handle.net/11311/269845,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Disegnato in Italia,-,ita,-,1,Hoepli,"MANGIAROTTI, RAFFAELLA",La fabbrica del design. Il caso Alessi
"Mahwah, New Jersey, USA",-,-,none,02.1 Contributo in Volume,-,-,design; human factors; international space station; microgravity; space clothing; space design,http://hdl.handle.net/11311/270100,2003,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,"Mediating the Human Body. Technology, Communication, and Fashion",-,eng,USA,1,Lawrence Erlbaum Associates,"DOMINONI, ANNALISA","Conditions of Microgravity and Body's ""Second Skin"""
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/270175,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Lo spazio digitale dell'architettura italiana. Idee, ricerche, scuole, mappa",-,-,-,1,Kappa,"CECONELLO, MAURO ATTILIO",Laboratorio Virtual Prototyping e Reverse Modeling
Milano,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/270555,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,IL CITTADINO LETTORE. EDITORIA PER ISTITUZIONI COMPRENSIBILI,-,-,-,1,EDIZIONI SYLVESTRE BONNARD,"GUIDA, FRANCESCO ERMANNO",IL PROGETTO GRAFICO COME RISORSA DELLA COMUNICAZIONE DEGLI ENTI PUBBLICI. IMMAGINE COORDINATA. ALCUNI CASI ECCELLENTI
Roma,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/270634,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Sole vento acqua vegetazione e tecnologie avanzate: matrici di un nuovo approccio progettuale al territorio, architettura e design strategico",-,-,-,5,Gangemi,"I. Anastasio;V. Arrigoni;BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA",Progetto territoriale e urbano
-,-,ELETTRONICO,-,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/272204,2002,Cambridge,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,What role for the railways in eastern Europe,120 Round Table European conference of Ministers of transport,fra;eng,FRA,1,OECD Publication Service,"PONTI, MARCO GUIDO",Report (Italy)
Innsbruck,-,STAMPA,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/272699,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Tunnelblick. Der Brennerbasistunnel fakten - argumente - meinungen,-,ger,AUT,1,StudienVerlag,"PONTI, MARCO GUIDO",Eine Frage von Kosten und Nutzen
-,"Sì, ma tipo non specificato",-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273342,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Proceedings of SAHC VI Int. Seminar On Structural Analysis of Historic Constructions – Possibilities of numerical and experimental techniques,-,eng,-,3,Taylor and Francis,"GARAVAGLIA, ELSA;ANZANI, ANNA;BINDA, LUIGIA",Application of a probabilistic model for the assessment of of historic buildings under permanent loading
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273853,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Progettare per una mobilità sostenibile: il car sharing a Milano,-,ita;eng,ITA,1,Edizioni POLI.Design,"RAMPINO, LUCIA ROSA ELENA",Verso una mobilità sostenibile per l’area urbana milanese
Milano,-,-,none,02.1 Contributo in Volume,-,-,ambienti confinati; comfort; design; human factors; microgravità; space design,http://hdl.handle.net/11311/273911,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,-,Quando il prodotto diventa luogo,-,ita,ITA,1,Franco Angeli,"DOMINONI, ANNALISA",IL DESIGN DEGLI SPAZI CONFINATI IN MICROGRAVITA'. IL CONTRIBUTO DEL DESIGN ALLA PROGETTAZIONE DI AMBIENTI ESTREMI
-,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273937,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Rinnovare la tradizione: il design per il comparto ceramico di Cerreto Sannita e San Lorenzello,-,-,-,1,Libria,"BUCCHETTI, VALERIA LUISA",L’identità del consorzio. Appunti per il design della comunicazione
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273952,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,"Design for working places. Environment, energy, new technologies",-,ita;eng,-,1,Silvana editoriale,"INGARAMO, MATTEO ORESTE",L’esperienza di ricerca
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273953,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Progettare per una mobilità sostenibile: il car sharing a Milano,-,-,-,1,Edizioni Poli.Design,"INGARAMO, MATTEO ORESTE",Progettare il servizio: il car sharing
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273989,2002,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Innovare con il design. Il caso del settore dell’illuminazione in Italia,-,-,-,2,Il sole 24 ore,"SIMONELLI, GIULIANO;ZURLO, FRANCESCO",Tenso di Cini & Nils: prestazioni inedite di luce
Napoli,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/273992,2003,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Design e sistema-prodotto alimentare. Un'esperienza territoriale di ricerca-azione,-,-,-,1,Clean Edizioni,"BUCCHETTI, VALERIA LUISA",Identita' del gusto. Per una comunicazione dei giacimenti alimentari
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274030,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Design, Imprese, distretti. Un approccio all’innovazione",-,-,-,1,Edizioni Poli.Design,"VIGNATI, ARIANNA",LA LEGISLAZIONE NAZIONALE SUI DISTRETTI INDUSTRIALI E LE RECENTI EVOLUZIONI. DESIGN E NUOVE FORME DI DISTRETTUALITA’ RICONOSCIUTA
-,-,-,none,02.1 Contributo in Volume,-,-,hotel; interior design; furniture design; design degli interni,http://hdl.handle.net/11311/274040,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Design degli interni.Contributi al progetto per l'abitare contemporaneo,-,-,ITA,1,Edizioni Poli.Design,"SCULLICA, FRANCESCO",Nuove tipologie negli interni alberghieri. Dagli spazi comuni alle cellule camere
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274042,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,DESIGN E IMPRESE ARTIGIANE,-,-,-,1,Edizioni Poli.Design,"SIMONELLI, GIULIANO",DESIGN E IMPRESA ARTIGIANA. UN CONFRONTO SUL TERRENO DELL'INNOVAZIONE
Roma,-,-,info:eu-repo/semantics/closedAccess,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274050,2006,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Spazi e culture del Mediterraneo,-,ita,-,1,Kappa,"PIERLUISI, GABRIELE",Paesaggi Italiani
Ostfildern - Germany,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274065,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,internazionale,Ludovica+Roberto Palomba. Bathrooms. From Inspiration to lifestyle,-,-,-,1,Hatje Cantz Verlag,"ZURLO, FRANCESCO",From Idea to Project
-,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274073,2007,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,I servizi agli studenti al centro dell'attivita' gestionale dell'universita',-,-,-,1,Il Mulino,"COLORNI VITALE, ALBERTO",Formazione online: l'esperienza del Politecnico di Milano
Padova,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274077,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Architettura degli interni,-,-,-,1,Il Poligrafo,"PIARDI, SILVIA ELVIRA MARIA",Riflessioni sulla didattica del progetto
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274081,2004,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,La capacità competitiva della filiera italiana del legno-arredamento,-,-,-,1,Franco Angeli,"SIMONELLI, GIULIANO",L'importanza del fattore design nella competitività del sistema italiano dell'arredamento
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274083,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Manuale di Illuminazione,-,-,-,1,Tecniche Nuove,"ROSSI, MAURIZIO",Teoria del Colore
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274088,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,Analisi e modelli per la pianificazione: teoria e pratica,-,-,-,5,Franco Angeli Editore,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO;A. Luè;MORROCCHI, VALENTINA;D. Rossi",Il sistema DREAMS
Milano,-,-,none,02.1 Contributo in Volume,-,-,-,http://hdl.handle.net/11311/274094,2005,-,02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume,nazionale,"Design, Imprese, distretti. Un approccio all’innovazione",-,-,-,2,Edizioni Poli.Design,"ARQUILLA, VENANZIO;L. Tralli",DAC - Design for Arts&Crafts. DXD - Design for Districts. Esperienze di trasferimento di innovazione di design. Introduzione.
